target_name,mechanism,params_str,partition,genuine_uuid,run,frames,locks,unlocks,transitions,locked_frames,pp_events,pp_locks
primary,threshold,theta=0.04311,test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,20,166,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,21,120,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,22,198,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,2C32C23E-E30C-498A-8DD2-0EFB9150A02E,11,377,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,2C32C23E-E30C-498A-8DD2-0EFB9150A02E,12,1298,9,9,18,11,13,9
primary,threshold,theta=0.04311,test,3600D531-0C55-44A7-AE95-A7A38519464E,27,170,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,3600D531-0C55-44A7-AE95-A7A38519464E,28,205,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,3600D531-0C55-44A7-AE95-A7A38519464E,31,23,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,3600D531-0C55-44A7-AE95-A7A38519464E,32,612,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,3600D531-0C55-44A7-AE95-A7A38519464E,33,22,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,4FC32141-E888-4BFF-8804-12559A491D8C,12,67,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,4FC32141-E888-4BFF-8804-12559A491D8C,13,164,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,4FC32141-E888-4BFF-8804-12559A491D8C,14,59,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,4FC32141-E888-4BFF-8804-12559A491D8C,15,677,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,5119D0F8-FCA8-4184-A4EB-19421A40DE0D,11,461,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,5119D0F8-FCA8-4184-A4EB-19421A40DE0D,12,125,1,1,2,1,1,1
primary,threshold,theta=0.04311,test,5119D0F8-FCA8-4184-A4EB-19421A40DE0D,13,709,1,1,2,1,1,1
primary,threshold,theta=0.04311,test,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,9,775,4,4,8,4,5,4
primary,threshold,theta=0.04311,test,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,10,501,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,11,19,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,5EF64122-B513-46AE-BCF1-E62AAC285D2C,12,178,1,1,2,2,1,1
primary,threshold,theta=0.04311,test,5EF64122-B513-46AE-BCF1-E62AAC285D2C,13,576,4,4,8,4,5,4
primary,threshold,theta=0.04311,test,61976C24-1C50-4355-9C49-AAE44A7D09F6,48,1717,1,1,2,1,1,1
primary,threshold,theta=0.04311,test,78A91A4E-4A51-4065-BDA7-94755F0BB3BB,8,2371,21,21,42,35,33,21
primary,threshold,theta=0.04311,test,7CE37510-56D0-4120-A1CF-0E23351428D2,8,1924,3,3,6,3,3,3
primary,threshold,theta=0.04311,test,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,26,745,7,7,14,11,9,7
primary,threshold,theta=0.04311,test,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,27,1064,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,83CF687B-7CEC-434B-9FE8-00C3D5799BE6,9,1394,15,15,30,353,24,13
primary,threshold,theta=0.04311,test,83CF687B-7CEC-434B-9FE8-00C3D5799BE6,10,485,2,2,4,2,3,2
primary,threshold,theta=0.04311,test,9759096F-1119-4E19-A0AD-6F16989C7E1C,6,776,31,31,62,45,45,31
primary,threshold,theta=0.04311,test,9759096F-1119-4E19-A0AD-6F16989C7E1C,7,1178,16,16,32,67,17,11
primary,threshold,theta=0.04311,test,9DC38D04-E82E-4F29-AB52-B476535226F2,20,1909,39,39,78,71,58,37
primary,threshold,theta=0.04311,test,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,16,350,2,2,4,2,2,2
primary,threshold,theta=0.04311,test,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,17,470,2,2,4,2,2,2
primary,threshold,theta=0.04311,test,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,18,359,1,1,2,1,1,1
primary,threshold,theta=0.04311,test,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,4,555,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,5,920,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,B09E373F-8A54-44C8-895B-0039390B859F,11,566,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,B09E373F-8A54-44C8-895B-0039390B859F,12,833,1,1,2,1,1,1
primary,threshold,theta=0.04311,test,B09E373F-8A54-44C8-895B-0039390B859F,14,198,10,10,20,18,17,10
primary,threshold,theta=0.04311,test,B9724848-C7E2-45F4-9B3F-A1F38D864495,15,484,16,16,32,36,25,15
primary,threshold,theta=0.04311,test,B9724848-C7E2-45F4-9B3F-A1F38D864495,16,1013,4,4,8,4,4,4
primary,threshold,theta=0.04311,test,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,18,223,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,19,1410,24,24,48,36,43,24
primary,threshold,theta=0.04311,test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,34,134,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,35,109,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,36,169,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,37,133,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,38,307,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,39,85,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,CA820D43-E5E2-42EF-9798-BE56F776370B,10,997,6,5,11,10,7,5
primary,threshold,theta=0.04311,test,CA820D43-E5E2-42EF-9798-BE56F776370B,12,546,3,3,6,5,4,3
primary,threshold,theta=0.04311,test,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,5,537,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,11,112,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,12,371,1,1,2,1,1,1
primary,threshold,theta=0.04311,test,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,13,138,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,14,73,2,2,4,4,2,2
primary,threshold,theta=0.04311,test,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,14,121,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,15,826,0,0,0,0,0,0
primary,threshold,theta=0.04311,test,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,16,265,1,1,2,1,1,1
primary,threshold,theta=0.04311,test,E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,5,657,42,41,83,130,61,37
primary,threshold,theta=0.04311,test,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,17,603,1,1,2,1,1,1
primary,threshold,theta=0.04311,test,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,18,74,1,1,2,1,1,1
primary,threshold,theta=0.04311,test,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,20,966,14,14,28,22,20,14
primary,moving_average,"k=2, theta=0.07586",test,00EABED2-271D-49D8-B599-1D4A09240601,25,300,2,2,4,3,2,2
primary,moving_average,"k=2, theta=0.07586",test,00EABED2-271D-49D8-B599-1D4A09240601,42,96,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,00EABED2-271D-49D8-B599-1D4A09240601,44,12,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,15,114,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,16,733,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,17,292,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,18,91,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,19,104,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,0A986513-7828-4D53-AA1F-E02D6DF9561B,8,763,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,11B5EC4D-4133-4289-B475-4E737182A406,7,1407,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,11B5EC4D-4133-4289-B475-4E737182A406,8,333,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,136562B6-95B2-483D-88DC-065F28409FD2,22,145,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,136562B6-95B2-483D-88DC-065F28409FD2,23,747,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,136562B6-95B2-483D-88DC-065F28409FD2,24,323,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,1538C99F-BA1E-4EFB-A949-6C7C47701B20,30,406,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,1538C99F-BA1E-4EFB-A949-6C7C47701B20,31,875,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,18,68,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,19,374,1,1,2,1,1,1
primary,moving_average,"k=2, theta=0.07586",test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,20,166,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,21,120,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,22,198,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,2C32C23E-E30C-498A-8DD2-0EFB9150A02E,11,377,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,2C32C23E-E30C-498A-8DD2-0EFB9150A02E,12,1298,3,3,6,3,3,3
primary,moving_average,"k=2, theta=0.07586",test,3600D531-0C55-44A7-AE95-A7A38519464E,27,170,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,3600D531-0C55-44A7-AE95-A7A38519464E,28,205,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,3600D531-0C55-44A7-AE95-A7A38519464E,31,23,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,3600D531-0C55-44A7-AE95-A7A38519464E,32,612,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,3600D531-0C55-44A7-AE95-A7A38519464E,33,22,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,4FC32141-E888-4BFF-8804-12559A491D8C,12,67,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,4FC32141-E888-4BFF-8804-12559A491D8C,13,164,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,4FC32141-E888-4BFF-8804-12559A491D8C,14,59,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,4FC32141-E888-4BFF-8804-12559A491D8C,15,677,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,5119D0F8-FCA8-4184-A4EB-19421A40DE0D,11,461,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,5119D0F8-FCA8-4184-A4EB-19421A40DE0D,12,125,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,5119D0F8-FCA8-4184-A4EB-19421A40DE0D,13,709,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,9,775,5,5,10,12,6,5
primary,moving_average,"k=2, theta=0.07586",test,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,10,501,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,11,19,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,5EF64122-B513-46AE-BCF1-E62AAC285D2C,12,178,1,1,2,2,1,1
primary,moving_average,"k=2, theta=0.07586",test,5EF64122-B513-46AE-BCF1-E62AAC285D2C,13,576,1,1,2,1,1,1
primary,moving_average,"k=2, theta=0.07586",test,61976C24-1C50-4355-9C49-AAE44A7D09F6,48,1717,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,78A91A4E-4A51-4065-BDA7-94755F0BB3BB,8,2371,12,12,24,25,17,11
primary,moving_average,"k=2, theta=0.07586",test,7CE37510-56D0-4120-A1CF-0E23351428D2,8,1924,1,1,2,1,1,1
primary,moving_average,"k=2, theta=0.07586",test,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,26,745,2,2,4,8,2,1
primary,moving_average,"k=2, theta=0.07586",test,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,27,1064,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,83CF687B-7CEC-434B-9FE8-00C3D5799BE6,9,1394,14,14,28,349,21,12
primary,moving_average,"k=2, theta=0.07586",test,83CF687B-7CEC-434B-9FE8-00C3D5799BE6,10,485,1,1,2,1,1,1
primary,moving_average,"k=2, theta=0.07586",test,9759096F-1119-4E19-A0AD-6F16989C7E1C,6,776,20,20,40,49,26,18
primary,moving_average,"k=2, theta=0.07586",test,9759096F-1119-4E19-A0AD-6F16989C7E1C,7,1178,11,11,22,70,10,8
primary,moving_average,"k=2, theta=0.07586",test,9DC38D04-E82E-4F29-AB52-B476535226F2,20,1909,34,34,68,108,44,29
primary,moving_average,"k=2, theta=0.07586",test,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,16,350,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,17,470,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,18,359,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,4,555,1,1,2,1,1,1
primary,moving_average,"k=2, theta=0.07586",test,A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,5,920,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,B09E373F-8A54-44C8-895B-0039390B859F,11,566,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,B09E373F-8A54-44C8-895B-0039390B859F,12,833,1,1,2,1,1,1
primary,moving_average,"k=2, theta=0.07586",test,B09E373F-8A54-44C8-895B-0039390B859F,14,198,6,6,12,28,7,4
primary,moving_average,"k=2, theta=0.07586",test,B9724848-C7E2-45F4-9B3F-A1F38D864495,15,484,14,14,28,43,19,13
primary,moving_average,"k=2, theta=0.07586",test,B9724848-C7E2-45F4-9B3F-A1F38D864495,16,1013,2,2,4,2,2,2
primary,moving_average,"k=2, theta=0.07586",test,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,18,223,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,19,1410,16,16,32,52,24,14
primary,moving_average,"k=2, theta=0.07586",test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,34,134,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,35,109,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,36,169,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,37,133,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,38,307,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,C48CE857-A0DD-4DDB-BEA5-3A25449B2153,39,85,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,CA820D43-E5E2-42EF-9798-BE56F776370B,10,997,7,6,13,13,7,5
primary,moving_average,"k=2, theta=0.07586",test,CA820D43-E5E2-42EF-9798-BE56F776370B,12,546,2,2,4,7,2,2
primary,moving_average,"k=2, theta=0.07586",test,CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,5,537,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,11,112,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,12,371,1,1,2,1,1,1
primary,moving_average,"k=2, theta=0.07586",test,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,13,138,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,14,73,2,2,4,8,1,1
primary,moving_average,"k=2, theta=0.07586",test,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,14,121,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,15,826,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,16,265,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,5,657,48,47,95,293,63,33
primary,moving_average,"k=2, theta=0.07586",test,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,17,603,0,0,0,0,0,0
primary,moving_average,"k=2, theta=0.07586",test,ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,18,74,2,2,4,2,2,2
primary,moving_average,"k=2, theta=0.07586",test,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,20,966,6,6,12,25,6,4
primary,ewma,"alpha=0.7, theta=0.09112",test,00EABED2-271D-49D8-B599-1D4A09240601,25,300,2,2,4,4,2,2
primary,ewma,"alpha=0.7, theta=0.09112",test,00EABED2-271D-49D8-B599-1D4A09240601,42,96,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,00EABED2-271D-49D8-B599-1D4A09240601,44,12,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,15,114,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,16,733,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,17,292,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,18,91,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,098A72A5-E3E5-4F54-A152-BBDA0DF7B694,19,104,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,0A986513-7828-4D53-AA1F-E02D6DF9561B,8,763,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,11B5EC4D-4133-4289-B475-4E737182A406,7,1407,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,11B5EC4D-4133-4289-B475-4E737182A406,8,333,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,136562B6-95B2-483D-88DC-065F28409FD2,22,145,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,136562B6-95B2-483D-88DC-065F28409FD2,23,747,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,136562B6-95B2-483D-88DC-065F28409FD2,24,323,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,1538C99F-BA1E-4EFB-A949-6C7C47701B20,30,406,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,1538C99F-BA1E-4EFB-A949-6C7C47701B20,31,875,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,18,68,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,19,374,2,2,4,3,3,2
primary,ewma,"alpha=0.7, theta=0.09112",test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,20,166,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,21,120,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,24E40C4C-A349-4F9F-93AB-01D00FB994AF,22,198,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,2C32C23E-E30C-498A-8DD2-0EFB9150A02E,11,377,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,2C32C23E-E30C-498A-8DD2-0EFB9150A02E,12,1298,2,2,4,2,2,2
primary,ewma,"alpha=0.7, theta=0.09112",test,3600D531-0C55-44A7-AE95-A7A38519464E,27,170,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,3600D531-0C55-44A7-AE95-A7A38519464E,28,205,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,3600D531-0C55-44A7-AE95-A7A38519464E,31,23,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,3600D531-0C55-44A7-AE95-A7A38519464E,32,612,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,3600D531-0C55-44A7-AE95-A7A38519464E,33,22,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,4FC32141-E888-4BFF-8804-12559A491D8C,12,67,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,4FC32141-E888-4BFF-8804-12559A491D8C,13,164,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,4FC32141-E888-4BFF-8804-12559A491D8C,14,59,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,4FC32141-E888-4BFF-8804-12559A491D8C,15,677,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,5119D0F8-FCA8-4184-A4EB-19421A40DE0D,11,461,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,5119D0F8-FCA8-4184-A4EB-19421A40DE0D,12,125,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,5119D0F8-FCA8-4184-A4EB-19421A40DE0D,13,709,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,9,775,4,4,8,12,3,3
primary,ewma,"alpha=0.7, theta=0.09112",test,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,10,501,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,11,19,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,5EF64122-B513-46AE-BCF1-E62AAC285D2C,12,178,1,1,2,1,1,1
primary,ewma,"alpha=0.7, theta=0.09112",test,5EF64122-B513-46AE-BCF1-E62AAC285D2C,13,576,1,1,2,1,1,1
primary,ewma,"alpha=0.7, theta=0.09112",test,61976C24-1C50-4355-9C49-AAE44A7D09F6,48,1717,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,78A91A4E-4A51-4065-BDA7-94755F0BB3BB,8,2371,13,13,26,26,19,12
primary,ewma,"alpha=0.7, theta=0.09112",test,7CE37510-56D0-4120-A1CF-0E23351428D2,8,1924,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,26,745,3,3,6,9,3,2
primary,ewma,"alpha=0.7, theta=0.09112",test,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,27,1064,0,0,0,0,0,0
primary,ewma,"alpha=0.7, theta=0.09112",test,83CF687B-7CEC-434B-9FE8-00C3D5799BE6,9,1394,14,14,28,352,22,12
primary,ewma,"alpha=0.7, theta=0.09112",test,83CF687B-7CEC-434B-9FE8-00C3D5799BE6,10,485,1,1,2,1,1,1
primary,ewma,"alpha=0.7, theta=0.09112",test,9759096F-1119-4E19-A0AD-6F16989C7E1C,6,776,19,19,38,46,23,16
