enrolled_user,target,mechanism,params,reason
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.8770626266525138, ""margin"": 0.4}",accept threshold 1.0771 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.877192646916916, ""margin"": 0.4}",accept threshold 1.0772 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.8775893526525582, ""margin"": 0.4}",accept threshold 1.0776 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.8813767916923378, ""margin"": 0.4}",accept threshold 1.0814 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.885667203586725, ""margin"": 0.4}",accept threshold 1.0857 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.8874908513275782, ""margin"": 0.4}",accept threshold 1.0875 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.8898002508925986, ""margin"": 0.4}",accept threshold 1.0898 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.892695165492618, ""margin"": 0.4}",accept threshold 1.0927 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9054327897327029, ""margin"": 0.2}",accept threshold 1.0054 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9054327897327029, ""margin"": 0.4}",accept threshold 1.1054 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9146965164527646, ""margin"": 0.2}",accept threshold 1.0147 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9146965164527646, ""margin"": 0.4}",accept threshold 1.1147 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9214963234584579, ""margin"": 0.2}",accept threshold 1.0215 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9214963234584579, ""margin"": 0.4}",accept threshold 1.1215 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9283026150728554, ""margin"": 0.2}",accept threshold 1.0283 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9283026150728554, ""margin"": 0.4}",accept threshold 1.1283 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9353448711763003, ""margin"": 0.2}",accept threshold 1.0353 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9353448711763003, ""margin"": 0.4}",accept threshold 1.1353 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9417157193862781, ""margin"": 0.2}",accept threshold 1.0417 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9417157193862781, ""margin"": 0.4}",accept threshold 1.1417 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9460380874264209, ""margin"": 0.2}",accept threshold 1.0460 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9460380874264209, ""margin"": 0.4}",accept threshold 1.1460 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9508727685033291, ""margin"": 0.1}",accept threshold 1.0009 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9508727685033291, ""margin"": 0.2}",accept threshold 1.0509 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9508727685033291, ""margin"": 0.4}",accept threshold 1.1509 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9555148123130368, ""margin"": 0.1}",accept threshold 1.0055 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9555148123130368, ""margin"": 0.2}",accept threshold 1.0555 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9555148123130368, ""margin"": 0.4}",accept threshold 1.1555 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9605326642864036, ""margin"": 0.1}",accept threshold 1.0105 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9605326642864036, ""margin"": 0.2}",accept threshold 1.0605 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9605326642864036, ""margin"": 0.4}",accept threshold 1.1605 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9640745344012353, ""margin"": 0.1}",accept threshold 1.0141 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9640745344012353, ""margin"": 0.2}",accept threshold 1.0641 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9640745344012353, ""margin"": 0.4}",accept threshold 1.1641 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9678664479397858, ""margin"": 0.1}",accept threshold 1.0179 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9678664479397858, ""margin"": 0.2}",accept threshold 1.0679 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9678664479397858, ""margin"": 0.4}",accept threshold 1.1679 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9737716684357811, ""margin"": 0.1}",accept threshold 1.0238 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9737716684357811, ""margin"": 0.2}",accept threshold 1.0738 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9737716684357811, ""margin"": 0.4}",accept threshold 1.1738 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9809422754028756, ""margin"": 0.05}",accept threshold 1.0059 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9809422754028756, ""margin"": 0.1}",accept threshold 1.0309 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9809422754028756, ""margin"": 0.2}",accept threshold 1.0809 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9809422754028756, ""margin"": 0.4}",accept threshold 1.1809 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9827270095532182, ""margin"": 0.05}",accept threshold 1.0077 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9827270095532182, ""margin"": 0.1}",accept threshold 1.0327 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9827270095532182, ""margin"": 0.2}",accept threshold 1.0827 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9827270095532182, ""margin"": 0.4}",accept threshold 1.1827 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9847534497732316, ""margin"": 0.05}",accept threshold 1.0098 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9847534497732316, ""margin"": 0.1}",accept threshold 1.0348 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9847534497732316, ""margin"": 0.2}",accept threshold 1.0848 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9847534497732316, ""margin"": 0.4}",accept threshold 1.1848 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9884203415999228, ""margin"": 0.05}",accept threshold 1.0134 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9884203415999228, ""margin"": 0.1}",accept threshold 1.0384 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9884203415999228, ""margin"": 0.2}",accept threshold 1.0884 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9884203415999228, ""margin"": 0.4}",accept threshold 1.1884 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.991411753353276, ""margin"": 0.05}",accept threshold 1.0164 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.991411753353276, ""margin"": 0.1}",accept threshold 1.0414 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.991411753353276, ""margin"": 0.2}",accept threshold 1.0914 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.991411753353276, ""margin"": 0.4}",accept threshold 1.1914 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9942101707999614, ""margin"": 0.05}",accept threshold 1.0192 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9942101707999614, ""margin"": 0.1}",accept threshold 1.0442 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9942101707999614, ""margin"": 0.2}",accept threshold 1.0942 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9942101707999614, ""margin"": 0.4}",accept threshold 1.1942 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9976657338608511, ""margin"": 0.05}",accept threshold 1.0227 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9976657338608511, ""margin"": 0.1}",accept threshold 1.0477 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9976657338608511, ""margin"": 0.2}",accept threshold 1.0977 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,margin_dual_threshold,"{""theta"": 0.9976657338608511, ""margin"": 0.4}",accept threshold 1.1977 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9054327897327029, ""margin"": 0.2, ""ttt_frames"": 2}",accept threshold 1.0054 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9054327897327029, ""margin"": 0.2, ""ttt_frames"": 3}",accept threshold 1.0054 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9054327897327029, ""margin"": 0.2, ""ttt_frames"": 5}",accept threshold 1.0054 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9054327897327029, ""margin"": 0.2, ""ttt_frames"": 10}",accept threshold 1.0054 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9146965164527646, ""margin"": 0.2, ""ttt_frames"": 2}",accept threshold 1.0147 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9146965164527646, ""margin"": 0.2, ""ttt_frames"": 3}",accept threshold 1.0147 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9146965164527646, ""margin"": 0.2, ""ttt_frames"": 5}",accept threshold 1.0147 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9146965164527646, ""margin"": 0.2, ""ttt_frames"": 10}",accept threshold 1.0147 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9214963234584579, ""margin"": 0.2, ""ttt_frames"": 2}",accept threshold 1.0215 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9214963234584579, ""margin"": 0.2, ""ttt_frames"": 3}",accept threshold 1.0215 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9214963234584579, ""margin"": 0.2, ""ttt_frames"": 5}",accept threshold 1.0215 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9214963234584579, ""margin"": 0.2, ""ttt_frames"": 10}",accept threshold 1.0215 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9283026150728554, ""margin"": 0.2, ""ttt_frames"": 2}",accept threshold 1.0283 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9283026150728554, ""margin"": 0.2, ""ttt_frames"": 3}",accept threshold 1.0283 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9283026150728554, ""margin"": 0.2, ""ttt_frames"": 5}",accept threshold 1.0283 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9283026150728554, ""margin"": 0.2, ""ttt_frames"": 10}",accept threshold 1.0283 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9353448711763003, ""margin"": 0.2, ""ttt_frames"": 2}",accept threshold 1.0353 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9353448711763003, ""margin"": 0.2, ""ttt_frames"": 3}",accept threshold 1.0353 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9353448711763003, ""margin"": 0.2, ""ttt_frames"": 5}",accept threshold 1.0353 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9353448711763003, ""margin"": 0.2, ""ttt_frames"": 10}",accept threshold 1.0353 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9417157193862781, ""margin"": 0.2, ""ttt_frames"": 2}",accept threshold 1.0417 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9417157193862781, ""margin"": 0.2, ""ttt_frames"": 3}",accept threshold 1.0417 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9417157193862781, ""margin"": 0.2, ""ttt_frames"": 5}",accept threshold 1.0417 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9417157193862781, ""margin"": 0.2, ""ttt_frames"": 10}",accept threshold 1.0417 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9460380874264209, ""margin"": 0.2, ""ttt_frames"": 2}",accept threshold 1.0460 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9460380874264209, ""margin"": 0.2, ""ttt_frames"": 3}",accept threshold 1.0460 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9460380874264209, ""margin"": 0.2, ""ttt_frames"": 5}",accept threshold 1.0460 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9460380874264209, ""margin"": 0.2, ""ttt_frames"": 10}",accept threshold 1.0460 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9508727685033291, ""margin"": 0.1, ""ttt_frames"": 2}",accept threshold 1.0009 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9508727685033291, ""margin"": 0.1, ""ttt_frames"": 3}",accept threshold 1.0009 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9508727685033291, ""margin"": 0.1, ""ttt_frames"": 5}",accept threshold 1.0009 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9508727685033291, ""margin"": 0.1, ""ttt_frames"": 10}",accept threshold 1.0009 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9508727685033291, ""margin"": 0.2, ""ttt_frames"": 2}",accept threshold 1.0509 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9508727685033291, ""margin"": 0.2, ""ttt_frames"": 3}",accept threshold 1.0509 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9508727685033291, ""margin"": 0.2, ""ttt_frames"": 5}",accept threshold 1.0509 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9508727685033291, ""margin"": 0.2, ""ttt_frames"": 10}",accept threshold 1.0509 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9555148123130368, ""margin"": 0.1, ""ttt_frames"": 2}",accept threshold 1.0055 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9555148123130368, ""margin"": 0.1, ""ttt_frames"": 3}",accept threshold 1.0055 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9555148123130368, ""margin"": 0.1, ""ttt_frames"": 5}",accept threshold 1.0055 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9555148123130368, ""margin"": 0.1, ""ttt_frames"": 10}",accept threshold 1.0055 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9555148123130368, ""margin"": 0.2, ""ttt_frames"": 2}",accept threshold 1.0555 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9555148123130368, ""margin"": 0.2, ""ttt_frames"": 3}",accept threshold 1.0555 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9555148123130368, ""margin"": 0.2, ""ttt_frames"": 5}",accept threshold 1.0555 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9555148123130368, ""margin"": 0.2, ""ttt_frames"": 10}",accept threshold 1.0555 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9605326642864036, ""margin"": 0.1, ""ttt_frames"": 2}",accept threshold 1.0105 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9605326642864036, ""margin"": 0.1, ""ttt_frames"": 3}",accept threshold 1.0105 > 1.0
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,hysteresis,"{""theta"": 0.9605326642864036, ""margin"": 0.1, ""ttt_frames"": 5}",accept threshold 1.0105 > 1.0
