enrolled_user,target,cell,margin,dwell,cell_class,distinct_calib_impostors,target_FAR,tolerance,n_candidates,n_rejected_unreachable,n_in_band,n_in_band_rejected_unreachable,n_eligible,achievable_min_FAR,achievable_max_FAR,achievable_min_FAR_reachable,achievable_max_FAR_reachable,feasible,chosen_index,chosen_params,calib_FAR,calib_FRR
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.1_k2,0.1,2,hysteresis,12,0.05,0.01,80,13,17,0,17,0.003472222222222222,1.0,0.010416666666666666,1.0,True,21.0,"{""theta"": 0.8168798758898151, ""m"": 0.1, ""k"": 2}",0.04861111111111111,0.11597222222222223
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.1_k3,0.1,3,hysteresis,12,0.05,0.01,80,13,15,0,15,0.006944444444444444,1.0,0.019444444444444445,1.0,True,30.0,"{""theta"": 0.8283671939370096, ""m"": 0.1, ""k"": 3}",0.04791666666666667,0.13576388888888888
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.1_k5,0.1,5,hysteresis,12,0.05,0.01,80,13,5,0,5,0.024305555555555556,1.0,0.03888888888888889,1.0,True,60.0,"{""theta"": 0.9054327897327029, ""m"": 0.1, ""k"": 5}",0.04861111111111111,0.3645833333333333
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.1_k10,0.1,10,hysteresis,12,0.05,0.01,80,13,0,0,0,0.07222222222222222,1.0,0.11805555555555555,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.2_k1,0.2,1,margin_only,12,0.05,0.01,80,20,2,0,2,0.001388888888888889,1.0,0.001388888888888889,1.0,True,14.0,"{""theta"": 0.7983650294316318, ""m"": 0.2, ""k"": 1}",0.04791666666666667,0.034722222222222224
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.2_k2,0.2,2,hysteresis,12,0.05,0.01,80,20,2,0,2,0.010416666666666666,1.0,0.014583333333333334,1.0,True,43.0,"{""theta"": 0.8482948953005889, ""m"": 0.2, ""k"": 2}",0.04583333333333333,0.21840277777777778
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.2_k3,0.2,3,hysteresis,12,0.05,0.01,80,20,2,0,2,0.019444444444444445,1.0,0.03263888888888889,1.0,True,48.0,"{""theta"": 0.8652899739457686, ""m"": 0.2, ""k"": 3}",0.044444444444444446,0.30104166666666665
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.2_k5,0.2,5,hysteresis,12,0.05,0.01,80,20,8,8,0,0.03888888888888889,1.0,0.09375,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.05,m0.2_k10,0.2,10,hysteresis,12,0.05,0.01,80,20,0,0,0,0.11180555555555556,1.0,0.22083333333333333,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0_k1,0.0,1,instantaneous,12,0.03,0.01,80,0,8,0,8,0.0,0.9694444444444444,0.0,0.9694444444444444,True,38.0,"{""theta"": 0.8760620748867395, ""m"": 0.0, ""k"": 1}",0.029861111111111113,0.2048611111111111
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0_k2,0.0,2,dwell_only,12,0.03,0.01,80,0,6,0,6,0.0,0.9791666666666666,0.0,0.9791666666666666,True,44.0,"{""theta"": 0.8874012450607065, ""m"": 0.0, ""k"": 2}",0.029861111111111113,0.23298611111111112
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0_k3,0.0,3,dwell_only,12,0.03,0.01,80,0,17,0,17,0.0,0.9861111111111112,0.0,0.9861111111111112,True,44.0,"{""theta"": 0.8874012450607065, ""m"": 0.0, ""k"": 3}",0.029166666666666667,0.22951388888888888
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0_k5,0.0,5,dwell_only,12,0.03,0.01,80,0,3,0,3,0.0,1.0,0.0,1.0,True,67.0,"{""theta"": 0.9508727685033291, ""m"": 0.0, ""k"": 5}",0.027777777777777776,0.5107638888888889
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0_k10,0.0,10,dwell_only,12,0.03,0.01,80,0,1,0,1,0.0,1.0,0.0,1.0,True,74.0,"{""theta"": 0.9827270095532182, ""m"": 0.0, ""k"": 10}",0.025,0.75625
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.05_k1,0.05,1,margin_only,12,0.03,0.01,80,7,10,0,10,0.0,0.9847222222222223,0.0,0.9847222222222223,True,32.0,"{""theta"": 0.8584203304656359, ""m"": 0.05, ""k"": 1}",0.029166666666666667,0.16180555555555556
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.05_k2,0.05,2,hysteresis,12,0.03,0.01,80,7,10,0,10,0.003472222222222222,1.0,0.003472222222222222,1.0,True,35.0,"{""theta"": 0.8652899739457686, ""m"": 0.05, ""k"": 2}",0.02847222222222222,0.165625
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.05_k3,0.05,3,hysteresis,12,0.03,0.01,80,7,17,0,17,0.006944444444444444,1.0,0.006944444444444444,1.0,True,48.0,"{""theta"": 0.8971939894644901, ""m"": 0.05, ""k"": 3}",0.029861111111111113,0.28888888888888886
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.05_k5,0.05,5,hysteresis,12,0.03,0.01,80,7,4,0,4,0.013888888888888888,1.0,0.021527777777777778,1.0,True,69.0,"{""theta"": 0.9605326642864036, ""m"": 0.05, ""k"": 5}",0.029861111111111113,0.6305555555555555
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.05_k10,0.05,10,hysteresis,12,0.03,0.01,80,7,0,0,0,0.03125,1.0,0.06736111111111111,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.1_k1,0.1,1,margin_only,12,0.03,0.01,80,13,4,0,4,0.0,1.0,0.001388888888888889,1.0,True,28.0,"{""theta"": 0.8434652439522264, ""m"": 0.1, ""k"": 1}",0.029166666666666667,0.14479166666666668
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.1_k2,0.1,2,hysteresis,12,0.03,0.01,80,13,6,0,6,0.003472222222222222,1.0,0.010416666666666666,1.0,True,29.0,"{""theta"": 0.8447097855536339, ""m"": 0.1, ""k"": 2}",0.029166666666666667,0.14444444444444443
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.1_k3,0.1,3,hysteresis,12,0.03,0.01,80,13,10,0,10,0.006944444444444444,1.0,0.019444444444444445,1.0,True,51.0,"{""theta"": 0.9054327897327029, ""m"": 0.1, ""k"": 3}",0.029166666666666667,0.3194444444444444
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.1_k5,0.1,5,hysteresis,12,0.03,0.01,80,13,4,4,0,0.024305555555555556,1.0,0.03888888888888889,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.1_k10,0.1,10,hysteresis,12,0.03,0.01,80,13,0,0,0,0.07222222222222222,1.0,0.11805555555555555,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.2_k1,0.2,1,margin_only,12,0.03,0.01,80,30,1,0,1,0.001388888888888889,1.0,0.001388888888888889,1.0,True,15.0,"{""theta"": 0.8188748431921258, ""m"": 0.2, ""k"": 1}",0.02013888888888889,0.06597222222222222
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.2_k2,0.2,2,hysteresis,12,0.03,0.01,80,30,3,0,3,0.010416666666666666,1.0,0.013194444444444444,1.0,True,34.0,"{""theta"": 0.8616990822873287, ""m"": 0.2, ""k"": 2}",0.021527777777777778,0.2767361111111111
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.2_k3,0.2,3,hysteresis,12,0.03,0.01,80,30,10,10,0,0.019444444444444445,1.0,0.03125,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.2_k5,0.2,5,hysteresis,12,0.03,0.01,80,30,0,0,0,0.03888888888888889,1.0,0.06527777777777778,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.03,m0.2_k10,0.2,10,hysteresis,12,0.03,0.01,80,30,0,0,0,0.11180555555555556,1.0,0.21666666666666667,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0_k1,0.0,1,instantaneous,12,0.07,0.01,80,0,8,0,8,0.0,0.9694444444444444,0.0,0.9694444444444444,True,37.0,"{""theta"": 0.8188748431921258, ""m"": 0.0, ""k"": 1}",0.06736111111111111,0.11388888888888889
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0_k2,0.0,2,dwell_only,12,0.07,0.01,80,0,13,0,13,0.0,0.9791666666666666,0.0,0.9791666666666666,True,35.0,"{""theta"": 0.8178512310809908, ""m"": 0.0, ""k"": 2}",0.06319444444444444,0.11944444444444445
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0_k3,0.0,3,dwell_only,12,0.07,0.01,80,0,1,0,1,0.0,0.9861111111111112,0.0,0.9861111111111112,True,34.0,"{""theta"": 0.8168798758898151, ""m"": 0.0, ""k"": 3}",0.06736111111111111,0.11805555555555555
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0_k5,0.0,5,dwell_only,12,0.07,0.01,80,0,7,0,7,0.0,1.0,0.0,1.0,True,53.0,"{""theta"": 0.8422653077888049, ""m"": 0.0, ""k"": 5}",0.06597222222222222,0.15833333333333333
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0_k10,0.0,10,dwell_only,12,0.07,0.01,80,0,1,0,1,0.0,1.0,0.0,1.0,True,67.0,"{""theta"": 0.9508727685033291, ""m"": 0.0, ""k"": 10}",0.06666666666666667,0.5336805555555556
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.05_k1,0.05,1,margin_only,12,0.07,0.01,80,7,5,0,5,0.0,0.9847222222222223,0.0,0.9847222222222223,True,28.0,"{""theta"": 0.8037518093216249, ""m"": 0.05, ""k"": 1}",0.06944444444444445,0.0920138888888889
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.05_k2,0.05,2,hysteresis,12,0.07,0.01,80,7,12,0,12,0.003472222222222222,1.0,0.003472222222222222,1.0,True,24.0,"{""theta"": 0.798554324185898, ""m"": 0.05, ""k"": 2}",0.06944444444444445,0.11041666666666666
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.05_k3,0.05,3,hysteresis,12,0.07,0.01,80,7,1,0,1,0.006944444444444444,1.0,0.006944444444444444,1.0,True,39.0,"{""theta"": 0.8227400737832079, ""m"": 0.05, ""k"": 3}",0.06944444444444445,0.121875
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.05_k5,0.05,5,hysteresis,12,0.07,0.01,80,7,1,0,1,0.013888888888888888,1.0,0.021527777777777778,1.0,True,57.0,"{""theta"": 0.8608511048924057, ""m"": 0.05, ""k"": 5}",0.06736111111111111,0.18263888888888888
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.05_k10,0.05,10,hysteresis,12,0.07,0.01,80,7,1,0,1,0.03125,1.0,0.06736111111111111,1.0,True,72.0,"{""theta"": 0.9737716684357811, ""m"": 0.05, ""k"": 10}",0.06736111111111111,0.7125
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.1_k1,0.1,1,margin_only,12,0.07,0.01,80,13,6,0,6,0.0,1.0,0.001388888888888889,1.0,True,14.0,"{""theta"": 0.7887194827752582, ""m"": 0.1, ""k"": 1}",0.06736111111111111,0.03229166666666667
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.1_k2,0.1,2,hysteresis,12,0.07,0.01,80,13,5,0,5,0.003472222222222222,1.0,0.010416666666666666,1.0,True,29.0,"{""theta"": 0.8067374312457783, ""m"": 0.1, ""k"": 2}",0.06597222222222222,0.03680555555555556
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.1_k3,0.1,3,hysteresis,12,0.07,0.01,80,13,0,0,0,0.006944444444444444,1.0,0.019444444444444445,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.1_k5,0.1,5,hysteresis,12,0.07,0.01,80,13,2,0,2,0.024305555555555556,1.0,0.03888888888888889,1.0,True,57.0,"{""theta"": 0.8608511048924057, ""m"": 0.1, ""k"": 5}",0.06875,0.20798611111111112
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.1_k10,0.1,10,hysteresis,12,0.07,0.01,80,13,0,0,0,0.07222222222222222,1.0,0.11805555555555555,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.2_k1,0.2,1,margin_only,12,0.07,0.01,80,20,6,0,6,0.001388888888888889,1.0,0.001388888888888889,1.0,True,14.0,"{""theta"": 0.7887194827752582, ""m"": 0.2, ""k"": 1}",0.0625,0.027083333333333334
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.2_k2,0.2,2,hysteresis,12,0.07,0.01,80,20,14,0,14,0.010416666666666666,1.0,0.014583333333333334,1.0,True,20.0,"{""theta"": 0.7951139779838033, ""m"": 0.2, ""k"": 2}",0.06875,0.059722222222222225
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.2_k3,0.2,3,hysteresis,12,0.07,0.01,80,20,0,0,0,0.019444444444444445,1.0,0.03263888888888889,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.2_k5,0.2,5,hysteresis,12,0.07,0.01,80,20,2,2,0,0.03888888888888889,1.0,0.09375,1.0,False,,null,,
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.07,m0.2_k10,0.2,10,hysteresis,12,0.07,0.01,80,20,0,0,0,0.11180555555555556,1.0,0.22083333333333333,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0_k1,0.0,1,instantaneous,11,0.05,0.01,80,0,7,0,7,0.0,0.9694444444444444,0.0,0.9694444444444444,True,39.0,"{""theta"": 0.8872998366013072, ""m"": 0.0, ""k"": 1}",0.04027777777777778,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0_k2,0.0,2,dwell_only,11,0.05,0.01,80,0,5,0,5,0.0,0.9722222222222222,0.0,0.9722222222222222,True,44.0,"{""theta"": 0.890933257918552, ""m"": 0.0, ""k"": 2}",0.043055555555555555,0.007638888888888889
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0_k3,0.0,3,dwell_only,11,0.05,0.01,80,0,6,0,6,0.0,0.9875,0.0,0.9875,True,47.0,"{""theta"": 0.8927850050276521, ""m"": 0.0, ""k"": 3}",0.049305555555555554,0.016319444444444445
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0_k5,0.0,5,dwell_only,11,0.05,0.01,80,0,4,0,4,0.0,0.9951388888888889,0.0,0.9951388888888889,True,62.0,"{""theta"": 0.9502382761437909, ""m"": 0.0, ""k"": 5}",0.04861111111111111,0.3107638888888889
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0_k10,0.0,10,dwell_only,11,0.05,0.01,80,0,0,0,0,0.0,1.0,0.0,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.05_k1,0.05,1,margin_only,11,0.05,0.01,80,10,1,0,1,0.0,0.9944444444444445,0.0,0.9944444444444445,True,25.0,"{""theta"": 0.8724139014580192, ""m"": 0.05, ""k"": 1}",0.04722222222222222,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.05_k2,0.05,2,hysteresis,11,0.05,0.01,80,10,0,0,0,0.0,0.9972222222222222,0.011111111111111112,0.9972222222222222,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.05_k3,0.05,3,hysteresis,11,0.05,0.01,80,10,2,0,2,0.0,1.0,0.015277777777777777,1.0,True,53.0,"{""theta"": 0.9195473141339869, ""m"": 0.05, ""k"": 3}",0.04027777777777778,0.09583333333333334
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.05_k5,0.05,5,hysteresis,11,0.05,0.01,80,10,5,0,5,0.0006944444444444445,1.0,0.03888888888888889,1.0,True,64.0,"{""theta"": 0.9558801981209151, ""m"": 0.05, ""k"": 5}",0.05,0.5399305555555556
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.05_k10,0.05,10,hysteresis,11,0.05,0.01,80,10,0,0,0,0.07361111111111111,1.0,0.09375,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.1_k1,0.1,1,margin_only,11,0.05,0.01,80,18,2,0,2,0.0,1.0,0.0,1.0,True,18.0,"{""theta"": 0.8540290346907994, ""m"": 0.1, ""k"": 1}",0.04791666666666667,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.1_k2,0.1,2,hysteresis,11,0.05,0.01,80,18,0,0,0,0.005555555555555556,1.0,0.016666666666666666,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.1_k3,0.1,3,hysteresis,11,0.05,0.01,80,18,4,1,3,0.014583333333333334,1.0,0.04027777777777778,1.0,True,59.0,"{""theta"": 0.9415931985294117, ""m"": 0.1, ""k"": 3}",0.04027777777777778,0.43194444444444446
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.1_k5,0.1,5,hysteresis,11,0.05,0.01,80,18,5,5,0,0.03819444444444445,1.0,0.0875,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.1_k10,0.1,10,hysteresis,11,0.05,0.01,80,18,0,0,0,0.08680555555555555,1.0,0.17708333333333334,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.2_k1,0.2,1,margin_only,11,0.05,0.01,80,27,41,0,41,0.0,1.0,0.04027777777777778,1.0,True,12.0,"{""theta"": 0.8293423202614383, ""m"": 0.2, ""k"": 1}",0.04791666666666667,0.0038194444444444443
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.2_k2,0.2,2,hysteresis,11,0.05,0.01,80,27,0,0,0,0.016666666666666666,1.0,0.06944444444444445,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.2_k3,0.2,3,hysteresis,11,0.05,0.01,80,27,4,4,0,0.04027777777777778,1.0,0.08888888888888889,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.2_k5,0.2,5,hysteresis,11,0.05,0.01,80,27,0,0,0,0.08333333333333333,1.0,0.12222222222222222,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.05,m0.2_k10,0.2,10,hysteresis,11,0.05,0.01,80,27,0,0,0,0.17291666666666666,1.0,0.25625,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0_k1,0.0,1,instantaneous,11,0.03,0.01,80,0,7,0,7,0.0,0.9694444444444444,0.0,0.9694444444444444,True,39.0,"{""theta"": 0.8959734681372549, ""m"": 0.0, ""k"": 1}",0.02013888888888889,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0_k2,0.0,2,dwell_only,11,0.03,0.01,80,0,8,0,8,0.0,0.9722222222222222,0.0,0.9722222222222222,True,48.0,"{""theta"": 0.9075807749916206, ""m"": 0.0, ""k"": 2}",0.02013888888888889,0.008333333333333333
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0_k3,0.0,3,dwell_only,11,0.03,0.01,80,0,6,0,6,0.0,0.9875,0.0,0.9875,True,58.0,"{""theta"": 0.9385212418300654, ""m"": 0.0, ""k"": 3}",0.027777777777777776,0.1840277777777778
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0_k5,0.0,5,dwell_only,11,0.03,0.01,80,0,3,0,3,0.0,0.9951388888888889,0.0,0.9951388888888889,True,68.0,"{""theta"": 0.9672181372549019, ""m"": 0.0, ""k"": 5}",0.029166666666666667,0.5357638888888889
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0_k10,0.0,10,dwell_only,11,0.03,0.01,80,0,1,0,1,0.0,1.0,0.0,1.0,True,75.0,"{""theta"": 0.9874387254901961, ""m"": 0.0, ""k"": 10}",0.021527777777777778,0.7604166666666666
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.05_k1,0.05,1,margin_only,11,0.03,0.01,80,10,3,0,3,0.0,0.9944444444444445,0.0,0.9944444444444445,True,19.0,"{""theta"": 0.8791709433132228, ""m"": 0.05, ""k"": 1}",0.025,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.05_k2,0.05,2,hysteresis,11,0.03,0.01,80,10,3,0,3,0.0,0.9972222222222222,0.011111111111111112,0.9972222222222222,True,43.0,"{""theta"": 0.9008338125314228, ""m"": 0.05, ""k"": 2}",0.02847222222222222,0.021527777777777778
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.05_k3,0.05,3,hysteresis,11,0.03,0.01,80,10,5,0,5,0.0,1.0,0.015277777777777777,1.0,True,64.0,"{""theta"": 0.9558801981209151, ""m"": 0.05, ""k"": 3}",0.029166666666666667,0.37430555555555556
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.05_k5,0.05,5,hysteresis,11,0.03,0.01,80,10,1,1,0,0.0006944444444444445,1.0,0.03888888888888889,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.05_k10,0.05,10,hysteresis,11,0.03,0.01,80,10,0,0,0,0.07361111111111111,1.0,0.09375,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.1_k1,0.1,1,margin_only,11,0.03,0.01,80,18,28,0,28,0.0,1.0,0.0,1.0,True,13.0,"{""theta"": 0.8737030228758169, ""m"": 0.1, ""k"": 1}",0.02638888888888889,0.0006944444444444445
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.1_k2,0.1,2,hysteresis,11,0.03,0.01,80,18,1,0,1,0.005555555555555556,1.0,0.016666666666666666,1.0,True,55.0,"{""theta"": 0.9269812091503268, ""m"": 0.1, ""k"": 2}",0.02847222222222222,0.18263888888888888
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.1_k3,0.1,3,hysteresis,11,0.03,0.01,80,18,5,5,0,0.014583333333333334,1.0,0.04027777777777778,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.1_k5,0.1,5,hysteresis,11,0.03,0.01,80,18,0,0,0,0.03819444444444445,1.0,0.0875,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.1_k10,0.1,10,hysteresis,11,0.03,0.01,80,18,0,0,0,0.08680555555555555,1.0,0.17708333333333334,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.2_k1,0.2,1,margin_only,11,0.03,0.01,80,37,8,8,0,0.0,1.0,0.03819444444444445,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.2_k2,0.2,2,hysteresis,11,0.03,0.01,80,37,2,2,0,0.016666666666666666,1.0,0.06944444444444445,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.2_k3,0.2,3,hysteresis,11,0.03,0.01,80,37,0,0,0,0.04027777777777778,1.0,0.08888888888888889,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.2_k5,0.2,5,hysteresis,11,0.03,0.01,80,37,0,0,0,0.08333333333333333,1.0,0.12222222222222222,1.0,False,,null,,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.03,m0.2_k10,0.2,10,hysteresis,11,0.03,0.01,80,37,0,0,0,0.17291666666666666,1.0,0.24583333333333332,1.0,False,,null,,
