uuid,frac_frames_any_label,label:SITTING,label:LYING_DOWN,label:FIX_walking,label:FIX_running,label:OR_standing,label:PHONE_IN_POCKET,label:PHONE_IN_HAND,label:PHONE_ON_TABLE,label:IN_A_CAR,label:LOC_home,label:LOC_main_workplace
33A85C34-CFE4-4732-9E73-0A7AC861B27A,0.813350615683733,0.2932598833441348,0.2932598833441348,0.07355800388852884,0.0,0.09235255994815295,0.3021710952689566,0.01830848995463383,0.37038237200259233,0.034024627349319506,0.3324692158133506,0.1834089436163318
3600D531-0C55-44A7-AE95-A7A38519464E,0.9796271381895061,0.36824908706515475,0.2567749375360369,0.02536997885835095,0.0,0.07380357486065732,0.135690947530271,0.012300595810109552,0.41879684797232364,0.06573130886027292,0.5842783009802037,0.0
40E170A7-607B-4578-AF04-F021C3B0384A,0.998300431428945,0.3268401098182769,0.4267224473787423,0.03948228526604785,0.0005229441757092431,0.13779579029938555,0.0,0.0,0.004445025493528566,0.0,0.837233625310498,0.0
481F4DD2-7689-43B9-A2AA-C8772227162B,0.9089822149155582,0.5208489015094904,0.18024211627559408,0.17052757435360932,0.0,0.03332835151696308,0.0,0.14467194739201913,0.10461814377522044,0.0023912718577193243,0.4386489314003886,0.0747272455537289
4E98F91F-4654-42EF-B908-A3389443F2E7,0.8255384615384616,0.2510769230769231,0.34984615384615386,0.004923076923076923,0.0,0.21076923076923076,0.007692307692307693,0.20646153846153847,0.19415384615384615,0.017538461538461537,0.13815384615384615,0.0
4FC32141-E888-4BFF-8804-12559A491D8C,0.9433621209078128,0.2016469170516168,0.42096806587668206,0.059851375778268726,0.002008435428800964,0.15324362321751356,0.09017875075316328,0.0,0.3189395460935931,0.0,0.3948584053022695,0.14661578630247038
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,0.9750642285023424,0.4437056067704398,0.24603294544355447,0.06604201299682635,0.004533776635937736,0.14704548889224725,0.006196161402448239,0.09672056823333837,0.40441287592564606,0.058636844491461386,0.45473779658455493,0.19616140244823937
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,0.9673568082212483,0.44914613873356507,0.350460933957987,0.05803234094000302,0.0,0.08704851141000454,0.0,0.22366631403959497,0.4660722381743993,0.0,0.45942269910835726,0.0
59818CD2-24D7-4D32-B133-24C2FE3801E5,0.47839246678997815,0.26248528669917603,0.03917941819404742,0.03968387422229696,0.0015133680847486128,0.0670926517571885,0.0,0.0,0.007566840423743064,0.012779552715654952,0.05162266689086935,0.0
59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2,0.9966852293821268,0.42601431980906923,0.3623707239459029,0.08127817555025192,0.0,0.1249005568814638,0.09082471492972687,0.00941394855476001,0.6079289313179528,0.008750994431185362,0.5971890745160435,0.17714134181914612
5EF64122-B513-46AE-BCF1-E62AAC285D2C,0.9596011250319612,0.3354640756839683,0.3283047813858348,0.033750958834057786,0.0,0.1585272308872411,0.008437739708514446,0.026847353618000513,0.6821784709792892,0.0,0.5517770391204295,0.23216568652518538
61359772-D8D8-480D-B623-7C636EAD0C81,0.9738443822997204,0.44925152163184734,0.25037012666557,0.03849317321927949,0.0,0.1975653890442507,0.11498601743707847,0.0,0.31123540055930254,0.0,0.08356637604869221,0.09277841750287877
61976C24-1C50-4355-9C49-AAE44A7D09F6,0.670332187857961,0.39713631156930124,0.15967926689576173,0.047193585337915234,0.0001145475372279496,0.05349369988545246,0.024627720504009163,0.05177548682703322,0.4925544100801833,0.03413516609392898,0.0,0.11683848797250859
665514DE-49DC-421F-8DCB-145D0B2609AD,0.8457510635976874,0.3320606523399149,0.2779535289625832,0.1288316788480419,0.0008726955383440602,0.06774299116395767,0.14224937275008182,0.026180866150321808,0.5710701429038944,0.0021817388458601505,0.2572270099269118,0.052688993127522635
74B86067-5D4B-43CF-82CF-341B76BEA0F4,0.9788983283091258,0.3599616333241984,0.3425596053713346,0.0020553576322280076,0.012058098109070978,0.12578788709235406,0.09166895039736914,0.0,0.5167169087421212,0.011098931214031242,0.7888462592491093,0.0
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,0.8081027009003001,0.30893631210403466,0.21223741247082362,0.01608869623207736,0.0,0.13171057019006335,0.0,0.0,0.0,0.0,0.5353451150383461,0.0
797D145F-3858-4A7F-A7C2-A4EB721E133C,0.8611188421931534,0.49151127191761756,0.05956025605343724,0.1104926245477317,0.07876426384636794,0.04926245477317005,0.0,0.0,0.00027831895352073476,0.0,0.47982187586974673,0.0
7CE37510-56D0-4120-A1CF-0E23351428D2,0.9978485810880032,0.48591332855240243,0.35754533346993134,0.06730867738961172,0.00020489703923778303,0.052453642044872455,0.09537957176518799,0.11074684970802172,0.5856981866612028,0.030939452924905235,0.5277123245569102,0.2136051634053888
7D9BB102-A612-4E2A-8E22-3159752F55D8,0.428125,0.388125,0.0,0.038125,0.0,0.00125,0.02625,0.023125,0.3375,0.0,0.07,0.0
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,0.9015126782021983,0.30090325389052125,0.33039503754489064,0.029927086734138644,0.0,0.15213842637936664,0.020350418979214278,0.005441288497116117,0.02176515398846447,0.03656545870062031,0.38459027097616716,0.07933398628795299
806289BC-AD52-4CC1-806C-0CDB14D65EB6,0.9773858472192166,0.39688379138714563,0.39991343864964296,0.05475005410084397,0.005410084397316598,0.11393637740748756,0.08483012334992426,0.08450551828608527,0.4991343864964293,0.008223328283921229,0.7355550746591647,0.01871889201471543
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,0.9154050257530826,0.3344779147807086,0.3585141251755892,0.012174184485718746,0.0,0.061651318869985955,0.0,0.0010925550179491181,0.0,0.0,0.2781332917121898,0.0
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,0.9411888038578468,0.4704895691372261,0.3597861411049376,0.06897997693678583,0.0,0.032707831009539785,0.0,0.05765803543348359,0.40758989411888036,0.0,0.40171925778383477,0.0
86A4F379-B305-473D-9D83-FC7D800180EF,0.4533432669025889,0.01927733283665487,0.18057366362451108,0.016297262059973925,0.0,0.1941702365431179,0.0023281802942819894,0.016017880424660087,0.04125535481467685,0.03613335816725647,0.17722108400074502,0.14146023468057367
96A358A0-FFF2-4239-B93E-C7425B901B47,0.3070974394225812,0.0957209142464341,0.19075442515896202,0.004811823337343186,0.0,0.015810276679841896,0.0628974050524145,0.006874033339061694,0.22495274102079396,0.0,0.24643409520536175,0.0
9759096F-1119-4E19-A0AD-6F16989C7E1C,0.8098202630786223,0.2980218897479667,0.4038558088161462,0.02188974796666332,0.0,0.06617130233959233,0.06225524651069384,0.0,0.4047595140074305,0.01576463500351441,0.22281353549553168,0.0
99B204C0-DD5C-4BB7-83E8-A37281B8D769,0.940377608479629,0.3668433256045048,0.3103676714143756,0.07750910897648228,0.0,0.13265982113282543,0.0,0.0,0.48608810864524676,0.0,0.4519708512752567,0.18168267638290825
9DC38D04-E82E-4F29-AB52-B476535226F2,0.9849266983274829,0.40057815403675406,0.2836052033863308,0.05100144538509189,0.007020441874870948,0.17210406772661574,0.20947759653107578,0.057505678298575266,0.3261408218046665,0.0,0.5271525913689862,0.0
A5A30F76-581E-4757-97A2-957553A2C6AA,0.9988002399520096,0.41091781643671266,0.3509298140371926,0.05698860227954409,0.0023995200959808036,0.1775644871025795,0.241751649670066,0.008998200359928014,0.4379124175164967,0.09238152369526095,0.4289142171565687,0.20095980803839233
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,0.8655629139072848,0.42665562913907285,0.12003311258278146,0.03394039735099338,0.005960264900662252,0.07516556291390729,0.15165562913907285,0.05910596026490066,0.28294701986754967,0.0097682119205298,0.686092715231788,0.0
A7599A50-24AE-46A6-8EA6-2576F1011D81,0.9697280656747049,0.620831195484864,0.09030271934325294,0.13006670087224217,0.0,0.12852744997434581,0.0,0.018471010774756286,0.5256541816316059,0.09953822473063109,0.4910210364289379,0.0002565418163160595
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,0.995345744680851,0.32872340425531915,0.3788563829787234,0.10638297872340426,0.011702127659574468,0.16050531914893618,0.2603723404255319,0.021808510638297873,0.5301861702127659,0.03324468085106383,0.48470744680851063,0.22579787234042553
B09E373F-8A54-44C8-895B-0039390B859F,0.8087042045733956,0.16707646914187363,0.2923530858126383,0.03614457831325301,0.011679370543398081,0.0494221785099582,0.10880255716744529,0.026801081878534545,0.03774280796656012,0.0,0.5724120973690681,0.0
B7F9D634-263E-4A97-87F9-6FFB4DDCB36C,0.9052541830970905,0.4503890013854844,0.27421933283598,0.027816263455184908,0.00021315144410103377,0.11499520409250773,0.02845571778748801,0.019077054247042525,0.5947991047639348,0.0,0.002984120217414473,0.23745070872855165
B9724848-C7E2-45F4-9B3F-A1F38D864495,0.9563335955940204,0.3882769472856019,0.33490689745607133,0.0936270653029111,0.0017046944662995017,0.13244164699711514,0.04720692368214005,0.02884867558353003,0.043928665093102545,0.0,0.4020456333595594,0.04838709677419355
BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,0.7085088458298231,0.3034059453604525,0.33000361054278493,0.03285593934288121,0.0,0.031171019376579612,0.010831628354796004,0.02431098808520881,0.11349139487302924,0.008063545553014802,0.0,0.0
BEF6C611-50DA-4971-A040-87FB979F3FC1,0.640973630831643,0.36656041727035643,0.0982323964068386,0.03390321645899739,0.0,0.033033903216459,0.0,0.0,0.0,0.007534048101999421,0.12807881773399016,0.20834540712836858
C48CE857-A0DD-4DDB-BEA5-3A25449B2153,0.9984289080911233,0.41987431264728986,0.2439120188531029,0.05263157894736842,0.022191673212882953,0.15278868813825608,0.016889238020424194,0.04536527886881383,0.4552238805970149,0.015514532600157109,0.6575019638648861,0.24273369992144542
CA820D43-E5E2-42EF-9798-BE56F776370B,0.9043865225683407,0.336681500317864,0.3230769230769231,0.044755244755244755,0.0,0.10425937698664971,0.11671964399237127,0.015638906547997457,0.34812460267005724,0.0,0.30998092816274636,0.0
CCAF77F0-FABB-4F2F-9E24-D56AD0C5A82F,0.9671860245514636,0.5357648725212465,0.36756373937677056,0.0341123701605288,0.0,0.016879131255901795,0.15474504249291784,0.047096317280453256,0.6784702549575071,0.0,0.6864966949952785,0.0
CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,0.990909090909091,0.3531468531468531,0.4409090909090909,0.03741258741258741,0.0,0.15944055944055943,0.0,0.0,0.0,0.0,0.9146853146853147,0.0
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,0.9856154910096819,0.6979253112033195,0.12973720608575381,0.11120331950207468,0.003872752420470263,0.03374827109266943,0.08298755186721991,0.050069156293222686,0.6766251728907331,0.0013831258644536654,0.46224066390041496,0.6196403872752421
D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,0.9170692431561996,0.24025764895330112,0.29887278582930754,0.0426731078904992,0.005958132045088567,0.18840579710144928,0.023671497584541065,0.05893719806763285,0.3257648953301127,0.06972624798711755,0.4520128824476651,0.2726247987117552
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,0.7631502470212148,0.21999418773612323,0.14443475733798314,0.042720139494333044,0.0,0.1037489102005231,0.0,0.0,0.0,0.013077593722755012,0.22231909328683522,0.2211566405114792
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,0.6798866855524079,0.2708215297450425,0.007082152974504249,0.04419263456090652,0.0,0.028611898016997168,0.0025495750708215297,0.0,0.22719546742209631,0.009915014164305949,0.21869688385269123,0.30481586402266286
F50235E0-DD67-4F2A-B00B-1F31ADA998B9,0.9832303618711385,0.4174757281553398,0.2546337157987643,0.0825242718446602,0.00529567519858782,0.2003530450132392,0.0,0.0,0.0,0.0,0.20962047661076788,0.0
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,0.4458073597426101,0.22039010657550775,0.10376030565051277,0.04484214759702393,0.0,0.06495073396340237,0.17655338829680273,0.007440176955560024,0.1978684898451639,0.0,0.0,0.0
