uuid,n_frames,cell_missing_frac,raw_acc__all_missing,raw_acc__any_missing,proc_gyro__all_missing,proc_gyro__any_missing,raw_magnet__all_missing,raw_magnet__any_missing,watch_acceleration__all_missing,watch_acceleration__any_missing,watch_heading__all_missing,watch_heading__any_missing,location_quick_features__all_missing,location_quick_features__any_missing,location__all_missing,location__any_missing,audio_naive__all_missing,audio_naive__any_missing,audio_properties__all_missing,audio_properties__any_missing,discrete:time_of_day__all_missing,discrete:time_of_day__any_missing,discrete__all_missing,discrete__any_missing,lf_measurements__all_missing,lf_measurements__any_missing
24E40C4C-A349-4F9F-93AB-01D00FB994AF,4771,0.10916230000698665,0.0,0.0,0.00020959966464053657,0.00020959966464053657,0.029763152378956194,0.029763152378956194,0.23810521903164955,0.23810521903164955,0.5634038985537623,0.5634038985537623,0.00041919932928107315,0.02033116747013205,0.00041919932928107315,0.4556696709285265,0.060783902745755604,0.060783902745755604,0.04799832320268287,0.04799832320268287,0.0,0.0,0.0,0.0,0.00041919932928107315,1.0
27E04243-B138-4F40-A164-F40B60165CF3,4927,0.17596103105337935,0.00040592652729855896,0.00040592652729855896,0.01968743657398011,0.01968743657398011,0.040389689466206614,0.040389689466206614,0.3454434747310737,0.3454434747310737,0.6452202151410594,0.6452202151410594,0.3083011974832555,0.3083011974832555,0.28333671605439414,1.0,0.02354373858331642,0.02354373858331642,0.0,0.0,0.0,0.0,0.0,0.0,0.00040592652729855896,1.0
2C32C23E-E30C-498A-8DD2-0EFB9150A02E,8516,0.08387349303272272,0.0,0.0,0.0,0.0,0.0,0.0,0.028182245185533115,0.028182245185533115,0.9529121653358384,0.9529121653358384,0.029943635509628933,0.07162987317989666,0.029943635509628933,0.7532879286049788,0.04650070455612964,0.04650070455612964,0.03135274776890559,0.03135274776890559,0.0,0.0,0.0,0.0,0.0,1.0
33A85C34-CFE4-4732-9E73-0A7AC861B27A,6172,0.09275581479081155,0.0012961762799740765,0.0012961762799740765,0.0012961762799740765,0.0012961762799740765,0.057355800388852886,0.057355800388852886,0.07841866493843162,0.07841866493843162,0.4646791963707064,0.4646791963707064,0.2067401166558652,0.2067401166558652,0.04569021386908619,1.0,0.0019442644199611147,0.0019442644199611147,0.0012961762799740765,0.0012961762799740765,0.0,0.0,0.0,0.0,0.0012961762799740765,1.0
3600D531-0C55-44A7-AE95-A7A38519464E,5203,0.182047963781579,0.0,0.0,0.0,0.0,0.0,0.0,0.5458389390736114,0.5458389390736114,1.0,1.0,0.0,0.0572746492408226,0.0,0.6642321737459158,0.013838170286373247,0.013838170286373247,0.010378627714779935,0.010378627714779935,0.0,0.0,0.0,0.0,0.0,1.0
40E170A7-607B-4578-AF04-F021C3B0384A,7649,0.25583126334597117,0.00013073604392731077,0.00013073604392731077,0.00013073604392731077,0.23519414302523206,1.0,1.0,0.17597071512616028,0.17597071512616028,0.5928879592103543,0.5928879592103543,0.12014642436919859,0.12014642436919859,0.11766243953457968,1.0,0.0030069290103281474,0.0030069290103281474,0.00013073604392731077,0.00013073604392731077,0.0,0.0,0.0,0.0,0.00013073604392731077,1.0
481F4DD2-7689-43B9-A2AA-C8772227162B,6691,0.15050797920921968,0.00014945449110745777,0.00014945449110745777,0.00014945449110745777,0.00014945449110745777,0.1270363174413391,0.1270363174413391,0.27275444627111045,0.27275444627111045,0.36302495890001496,0.36302495890001496,0.41174712300104616,0.41174712300104616,0.3225227918098939,1.0,0.0017934538932894933,0.0017934538932894933,0.00014945449110745777,0.00014945449110745777,0.0,0.0,0.0,0.0,0.00014945449110745777,1.0
4E98F91F-4654-42EF-B908-A3389443F2E7,3250,0.18212239316239318,0.0018461538461538461,0.0018461538461538461,0.0018461538461538461,0.0018461538461538461,0.0018461538461538461,0.116,0.3233846153846154,0.3233846153846154,0.7344615384615385,0.7344615384615385,0.9987692307692307,0.9987692307692307,0.9987692307692307,1.0,0.0036923076923076922,0.0036923076923076922,0.0018461538461538461,0.0018461538461538461,0.0,0.0,0.0,0.0,0.0018461538461538461,1.0
4FC32141-E888-4BFF-8804-12559A491D8C,4979,0.14514471893061973,0.0,0.0,0.0,0.0,0.0,0.0,0.4330186784494878,0.4330186784494878,0.7302671219120306,0.7302671219120306,0.0,0.02671219120305282,0.0,0.31592689295039167,0.019280980116489255,0.019280980116489255,0.0018075918859208676,0.0018075918859208676,0.0,0.0,0.0,0.0,0.0,1.0
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,6617,0.07697882558393364,0.0,0.0,0.0,0.0,0.17983980655886353,0.17983980655886353,0.03536345776031434,0.03536345776031434,0.33096569442345475,0.33096569442345475,0.0,0.3492519268550703,0.0,0.7705909022215506,0.009067553271875473,0.009067553271875473,0.008463049720417108,0.008463049720417108,0.0,0.0,0.0,0.0,0.0,1.0
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,6617,0.22043759340419458,0.0,0.0,0.0,0.0,0.002115762430104277,0.002115762430104277,0.7306936678252984,0.7306936678252984,1.0,1.0,0.0003022517757291824,0.042012996826356355,0.0003022517757291824,0.5958893758500832,0.02387789028260541,0.02387789028260541,0.015414840562188304,0.015414840562188304,0.0,0.0,0.0,0.0,0.0,1.0
59818CD2-24D7-4D32-B133-24C2FE3801E5,5947,0.12862582441193507,0.00016815200941651252,0.00016815200941651252,0.00016815200941651252,0.00016815200941651252,0.17000168152009418,0.17000168152009418,0.19572893896082058,0.19572893896082058,0.33327728266352785,0.33327728266352785,0.2081721876576425,0.2081721876576425,0.011770640659155876,1.0,0.00016815200941651252,0.00016815200941651252,0.00016815200941651252,0.00016815200941651252,0.0,0.0,0.0,0.0,0.00016815200941651252,1.0
59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2,7542,0.11424496891481777,0.0006629541235746487,0.0006629541235746487,0.0007955449482895784,0.0007955449482895784,0.00967913020418987,0.01007690267833466,0.25682842747281887,0.25682842747281887,0.3875629806417396,0.3875629806417396,0.16096526120392468,0.16096526120392468,0.00928135773004508,1.0,0.017104216388225936,0.017104216388225936,0.0005303632988597189,0.0005303632988597189,0.0,0.0,0.0,0.0,0.00013259082471492973,1.0
5EF64122-B513-46AE-BCF1-E62AAC285D2C,3911,0.17087530895764083,0.0,0.0,0.0,0.0,0.17386857581181284,0.17386857581181284,0.4425978010738941,0.4425978010738941,0.511889542316543,0.511889542316543,0.0,0.01585272308872411,0.0,0.790590641779596,0.015341344924571721,0.015341344924571721,0.01482996676041933,0.01482996676041933,0.0,0.0,0.0,0.0,0.0,1.0
61359772-D8D8-480D-B623-7C636EAD0C81,6079,0.37146021823764874,0.001151505181773318,0.001151505181773318,1.0,1.0,0.39973679881559465,0.39973679881559465,0.37752919888139497,0.37752919888139497,0.5278828754729397,0.5278828754729397,1.0,1.0,1.0,1.0,0.0013160059220266491,0.0013160059220266491,0.0013160059220266491,0.0013160059220266491,0.0,0.0,0.0,0.0,0.0013160059220266491,1.0
61976C24-1C50-4355-9C49-AAE44A7D09F6,8730,0.3154914089347079,0.0,0.0,0.0,0.0,0.1618556701030928,0.1618556701030928,1.0,1.0,1.0,1.0,0.0,0.09576174112256587,0.0,0.8578465063001145,0.11844215349369988,0.11844215349369988,0.11798396334478808,0.11798396334478808,0.0,0.0,0.0,0.0,0.0,1.0
665514DE-49DC-421F-8DCB-145D0B2609AD,9167,0.11685344775341502,0.00010908694229300753,0.00010908694229300753,0.00032726082687902256,0.00032726082687902256,0.0007636085960510527,0.0007636085960510527,0.10701429038944038,0.10701429038944038,0.6334678738954947,0.6334678738954947,0.5607068833860587,0.5607068833860587,0.5496891022144649,1.0,0.0010908694229300752,0.0010908694229300752,0.00010908694229300753,0.00010908694229300753,0.0,0.0,0.0,0.0,0.0004363477691720301,1.0
74B86067-5D4B-43CF-82CF-341B76BEA0F4,7298,0.15451417435522669,0.004247739106604549,0.004247739106604549,0.004247739106604549,0.004247739106604549,0.07782954234036722,0.07782954234036722,0.3953137845985201,0.3953137845985201,0.49506714168265276,0.49506714168265276,0.1153740750890655,0.1153740750890655,0.004247739106604549,1.0,0.004247739106604549,0.004247739106604549,0.004247739106604549,0.004247739106604549,0.0,0.0,0.0,0.0,0.004247739106604549,1.0
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,11996,0.1096684079878478,0.0,0.0,0.0,0.0,0.06318772924308103,0.06318772924308103,0.2484161387129043,0.2484161387129043,0.4940813604534845,0.4940813604534845,0.0,0.031177059019673225,0.0,0.7491663887962654,0.010920306768922975,0.010920306768922975,0.009836612204068023,0.009836612204068023,0.0,0.0,0.0,0.0,0.0,1.0
797D145F-3858-4A7F-A7C2-A4EB721E133C,3593,0.16296131366546063,0.0,0.0,0.0,0.0,0.09407180629000834,0.09407180629000834,0.3779571388811578,0.3779571388811578,0.637907041469524,0.637907041469524,0.17617589757862512,0.17617589757862512,0.06317840244920679,1.0,0.0013915947676036739,0.0013915947676036739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7CE37510-56D0-4120-A1CF-0E23351428D2,9761,0.1108757071793646,0.00010244851961889151,0.00010244851961889151,0.00020489703923778303,0.00020489703923778303,0.0253047843458662,0.0253047843458662,0.2737424444216781,0.2737424444216781,0.6036266775945087,0.6036266775945087,0.00020489703923778303,0.04149165044565106,0.00020489703923778303,0.46470648499129186,0.006454256735990165,0.006454256735990165,0.003688146706280094,0.003688146706280094,0.0,0.0,0.0,0.0,0.00020489703923778303,1.0
7D9BB102-A612-4E2A-8E22-3159752F55D8,1600,0.2838222222222222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.045625,0.0,0.948125,0.00125,0.00125,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,1.0
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,9189,0.0676896289041245,0.0,0.0,0.0,0.0,0.0010882576994232234,0.0010882576994232234,0.102296223745783,0.102296223745783,0.38807269561432145,0.38807269561432145,0.0002176515398846447,0.04418326259658287,0.0002176515398846447,0.7874632713026445,0.01349439547284797,0.01349439547284797,0.013276743932963325,0.013276743932963325,0.0,0.0,0.0,0.0,0.0,1.0
806289BC-AD52-4CC1-806C-0CDB14D65EB6,9242,0.0810911539108899,0.0,0.0,0.0,0.0,0.08623674529322657,0.08623674529322657,0.03776238909326986,0.03776238909326986,0.4607227872754815,0.4607227872754815,0.1479117074226358,0.1479117074226358,0.004544470893745943,1.0,0.0010820168794633195,0.0010820168794633195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,6407,0.1543839203648787,0.00998907444982051,0.00998907444982051,0.010145153738098954,0.010145153738098954,0.010457312314655845,0.05962228812236616,0.41158108319026065,0.41158108319026065,0.6875292648665522,0.6875292648665522,0.17277977212423912,0.17277977212423912,0.014515373809895427,1.0,0.0240362103948806,0.0240362103948806,0.01061339160293429,0.01061339160293429,0.0,0.0,0.0,0.0,0.010145153738098954,1.0
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,9539,0.10363630010133837,0.0,0.0,0.0,0.0,0.0005241639584862145,0.0005241639584862145,0.22549533494076948,0.22549533494076948,0.6512213020232729,0.6512213020232729,0.0002096655833944858,0.007652793793898731,0.0002096655833944858,0.7774399832267533,0.017192577838347836,0.017192577838347836,0.010692944753118775,0.010692944753118775,0.0,0.0,0.0,0.0,0.0,1.0
86A4F379-B305-473D-9D83-FC7D800180EF,10738,0.3170410380579872,0.0020487986589681506,0.0020487986589681506,0.0020487986589681506,0.0020487986589681506,0.0020487986589681506,0.0020487986589681506,0.9995343639411436,0.9995343639411436,0.9999068727882288,0.9999068727882288,0.7540510337120506,0.7540510337120506,0.7485565282175451,1.0,0.0036319612590799033,0.0036319612590799033,0.0020487986589681506,0.0020487986589681506,0.0,0.0,0.0,0.0,0.0020487986589681506,1.0
96A358A0-FFF2-4239-B93E-C7425B901B47,5819,0.19137537950392391,0.001374806667812339,0.001374806667812339,0.055507819212923186,0.055507819212923186,0.26585323938821104,0.2660250902216876,0.23371713352809761,0.23371713352809761,0.8240247465200207,0.8240247465200207,0.09417425674514521,0.09417425674514521,0.035401271696167726,1.0,0.07148994672624162,0.07148994672624162,0.0010311050008592541,0.0010311050008592541,0.0,0.0,0.0,0.0,0.001374806667812339,1.0
9759096F-1119-4E19-A0AD-6F16989C7E1C,9959,0.10726422777833562,0.0,0.0,0.0,0.0,0.04428155437292901,0.04428155437292901,0.26026709508986845,0.26026709508986845,0.48418515915252536,0.48418515915252536,0.029621447936539813,0.05874083743347726,0.02952103624861934,0.3669043076614118,0.007028818154433176,0.007028818154433176,0.0038156441409780096,0.0038156441409780096,0.0,0.0,0.0,0.0,0.0,1.0
99B204C0-DD5C-4BB7-83E8-A37281B8D769,6038,0.20504287659637113,0.0016561775422325273,0.0016561775422325273,0.00182179529645578,0.00182179529645578,0.21712487578668432,0.21712487578668432,0.4971844981782047,0.4971844981782047,0.7971182510765153,0.7971182510765153,0.08943358728055648,0.08943358728055648,0.00844650546538589,1.0,0.0021530308049022857,0.0021530308049022857,0.0014905597880092746,0.0014905597880092746,0.0,0.0,0.0,0.0,0.00182179529645578,1.0
9DC38D04-E82E-4F29-AB52-B476535226F2,9686,0.11245050129625805,0.0,0.0,0.0,0.0,0.0,0.0,0.32066900681395827,0.32066900681395827,0.39810035102209373,0.39810035102209373,0.0,0.038096221350402644,0.0,0.38261408218046666,0.0422258930415032,0.0422258930415032,0.038715672104067726,0.038715672104067726,0.0,0.0,0.0,0.0,0.0,1.0
A5A30F76-581E-4757-97A2-957553A2C6AA,1667,0.209123508631607,0.0,0.0,0.0,0.0,0.0,0.0,0.6058788242351529,0.6058788242351529,1.0,1.0,0.19376124775044992,0.19376124775044992,0.0623875224955009,1.0,0.0005998800239952009,0.0005998800239952009,0.0,0.0,0.0,0.0,0.0,0.0,0.0005998800239952009,1.0
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,6040,0.14177630610743194,0.0,0.0,0.0,0.0,0.0,0.0,0.4377483443708609,0.4377483443708609,0.5892384105960264,0.5892384105960264,0.0,0.016059602649006622,0.0,0.49635761589403976,0.015231788079470199,0.015231788079470199,0.014900662251655629,0.014900662251655629,0.0,0.0,0.0,0.0,0.0,1.0
A7599A50-24AE-46A6-8EA6-2576F1011D81,3898,0.18038766318909982,0.0,0.0,0.0,0.0,0.23627501282709082,0.23627501282709082,0.18471010774756286,0.18471010774756286,0.5092355053873782,0.5092355053873782,0.8406875320677271,0.8406875320677271,0.8373524884556183,1.0,0.0002565418163160595,0.0002565418163160595,0.0002565418163160595,0.0002565418163160595,0.0,0.0,0.0,0.0,0.0,1.0
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,7520,0.11617080378250591,0.0,0.0,0.0,0.0,0.0,0.0,0.32992021276595745,0.32992021276595745,0.45492021276595745,0.45492021276595745,0.012367021276595745,0.04321808510638298,0.012367021276595745,0.632313829787234,0.013696808510638299,0.013696808510638299,0.006648936170212766,0.006648936170212766,0.0,0.0,0.0,0.0,0.0,1.0
B09E373F-8A54-44C8-895B-0039390B859F,8134,0.17866404393082536,0.0,0.0,0.0,0.0,0.17494467666584707,0.17494467666584707,0.4926235554462749,0.4926235554462749,0.6658470617162527,0.6658470617162527,0.00012294074256208508,0.06724858618146054,0.00012294074256208508,0.31423653798868945,0.015859355790508976,0.015859355790508976,0.014015244652077699,0.014015244652077699,0.0,0.0,0.0,0.0,0.00012294074256208508,1.0
B7F9D634-263E-4A97-87F9-6FFB4DDCB36C,9383,0.08460501853233389,0.0,0.0,0.0,0.0,0.13854843866567196,0.13854843866567196,0.03751465416178194,0.03751465416178194,0.2790152403282532,0.2790152403282532,0.07641479271022061,0.07652136843227113,0.0018117872748587872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B9724848-C7E2-45F4-9B3F-A1F38D864495,7626,0.13958854212198035,0.0,0.0,0.0,0.0,0.0,0.0,0.3700498295305534,0.3700498295305534,0.7991083136637818,0.7991083136637818,0.0,0.03068450039339103,0.0,0.8021243115656963,0.01875163912929452,0.01875163912929452,0.0065565171780750066,0.0065565171780750066,0.0,0.0,0.0,0.0,0.0,1.0
BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,8309,0.20366189272676213,0.0,0.0,0.0,0.0,0.0008424599831508003,0.0008424599831508003,0.6673486580815983,0.6673486580815983,0.7891443013599712,0.7891443013599712,0.0,0.02178360813575641,0.0,0.8571428571428571,0.006619328439042002,0.006619328439042002,0.003369839932603201,0.003369839932603201,0.0,0.0,0.0,0.0,0.0,1.0
BEF6C611-50DA-4971-A040-87FB979F3FC1,3451,0.07844553913519431,0.0002897710808461316,0.0002897710808461316,0.0002897710808461316,0.0002897710808461316,0.11677774558099102,0.11677774558099102,0.049550854824688496,0.049550854824688496,0.2210953346855984,0.2210953346855984,0.03969863807592002,0.03969863807592002,0.0011590843233845263,1.0,0.0005795421616922632,0.0005795421616922632,0.0,0.0,0.0,0.0,0.0,0.0,0.0002897710808461316,1.0
C48CE857-A0DD-4DDB-BEA5-3A25449B2153,5092,0.04387448721305752,0.00019638648860958367,0.00019638648860958367,0.00019638648860958367,0.00019638648860958367,0.002945797329143755,0.002945797329143755,0.015318146111547526,0.015318146111547526,0.21229379418695993,0.21229379418695993,0.00019638648860958367,0.03043990573448547,0.00019638648860958367,0.7655145326001571,0.021209740769835034,0.021209740769835034,0.0025530243519245877,0.0025530243519245877,0.0,0.0,0.0,0.0,0.00019638648860958367,1.0
CA820D43-E5E2-42EF-9798-BE56F776370B,7865,0.15144960090414636,0.00012714558169103624,0.00012714558169103624,0.00012714558169103624,0.00012714558169103624,0.0628099173553719,0.0628099173553719,0.42263191354100443,0.42263191354100443,0.6139860139860139,0.6139860139860139,0.0003814367450731087,0.040813731722822634,0.0003814367450731087,0.6544183089637635,0.029243483788938335,0.029243483788938335,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.00012714558169103624,1.0
CCAF77F0-FABB-4F2F-9E24-D56AD0C5A82F,8472,0.2720821529745043,0.00908876298394712,0.00908876298394712,1.0,1.0,0.009560906515580737,0.009560906515580737,0.35363550519357884,0.35363550519357884,0.9020302171860245,0.9020302171860245,0.1052880075542965,0.1052880075542965,0.014400377714825307,1.0,0.021010387157695938,0.021010387157695938,0.00908876298394712,0.00908876298394712,0.0,0.0,0.0,0.0,0.00908876298394712,1.0
CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,2860,0.1452898212898213,0.0,0.0,0.0,0.0,0.014335664335664336,0.014335664335664336,0.1486013986013986,0.1486013986013986,0.2793706293706294,0.2793706293706294,1.0,1.0,1.0,1.0,0.033216783216783216,0.033216783216783216,0.016083916083916083,0.016083916083916083,0.0,0.0,0.0,0.0,0.0,1.0
CF722AA9-2533-4E51-9FEB-9EAC84EE9AAC,3615,0.15555555555555556,0.0,0.0,0.0,0.0,0.0008298755186721991,0.0008298755186721991,0.4763485477178423,0.4763485477178423,0.7286307053941908,0.7286307053941908,0.0,0.032918395573997235,0.0,0.7125864453665284,0.0013831258644536654,0.0013831258644536654,0.0005532503457814661,0.0005532503457814661,0.0,0.0,0.0,0.0,0.0,1.0
D7D20E2E-FC78-405D-B346-DBD3FD8FC92B,6210,0.10475433887994275,0.0,0.0,0.0,0.0,0.11014492753623188,0.11014492753623188,0.2038647342995169,0.2038647342995169,0.4074074074074074,0.4074074074074074,0.0,0.05636070853462158,0.0,0.5943639291465378,0.028341384863123993,0.028341384863123993,0.011433172302737521,0.011433172302737521,0.0,0.0,0.0,0.0,0.0,1.0
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,3441,0.13315250734605574,0.0,0.0,0.0,0.0,0.0,0.0,0.3583260680034874,0.3583260680034874,0.6910781749491427,0.6910781749491427,0.027608253414705027,0.05027608253414705,0.027608253414705027,0.7355419936065097,0.012205754141238012,0.012205754141238012,0.0052310374891020054,0.0052310374891020054,0.0,0.0,0.0,0.0,0.0,1.0
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,3530,0.39817186024551465,0.0,0.0,0.0,0.0,0.020113314447592068,0.020113314447592068,1.0,1.0,1.0,1.0,0.0,0.08838526912181303,0.0,0.7923512747875354,0.9739376770538244,0.9739376770538244,0.9739376770538244,0.9739376770538244,0.0,0.0,0.0,0.0,0.0,1.0
F50235E0-DD67-4F2A-B00B-1F31ADA998B9,2266,0.4281631852505639,0.003089143865842895,0.003089143865842895,1.0,1.0,1.0,1.0,0.48146513680494263,0.48146513680494263,0.675639894086496,0.675639894086496,0.14254192409532215,0.14254192409532215,0.06575463371579876,1.0,0.003089143865842895,0.003089143865842895,0.003089143865842895,0.003089143865842895,0.0,0.0,0.0,0.0,0.003089143865842895,1.0
FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,4973,0.27384587885693856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.026141162276291978,0.0,0.7220993364166499,0.004826060727930827,0.004826060727930827,0.004021717273275689,0.004021717273275689,0.0,0.0,0.0,0.0,0.0,1.0
